elapsed_ms,rss_mb_decimal,pss_mb_decimal,gpu_memory_mb_decimal,total_memory_mb_decimal,cgroup_memory_mb_decimal
365569.942262,1273.442304,1268.13696,0.0,1273.442304,42536.644608
365668.862677,1273.442304,1268.13696,0.0,1273.442304,42536.378368
365767.995311,1273.442304,1268.13696,0.0,1273.442304,42536.620032
365868.878482,1273.442304,1268.13696,0.0,1273.442304,42536.599552
365970.089346,1273.442304,1268.13696,0.0,1273.442304,42536.583168
366069.828628,1273.442304,1268.13696,0.0,1273.442304,42536.828928
366171.581191,1273.442304,1268.13696,0.0,1273.442304,42536.812544
366271.113808,1273.442304,1268.13696,0.0,1273.442304,42536.79616
366372.795548,1273.442304,1268.13696,0.0,1273.442304,42536.779776
366472.428415,1273.442304,1268.13696,0.0,1273.442304,42536.763392
366574.098685,1273.442304,1268.13696,0.0,1273.442304,42536.747008
366673.410171,1273.442304,1268.13696,0.0,1273.442304,42536.730624
366777.445397,1273.442304,1268.13696,0.0,1273.442304,42536.71424
366876.694697,1273.442304,1268.13696,0.0,1273.442304,42536.697856
366977.923699,1273.442304,1268.13696,0.0,1273.442304,42536.681472
367077.261431,1273.442304,1268.13696,0.0,1273.442304,42536.63232
367179.280502,1273.442304,1268.13696,0.0,1273.442304,42536.615936
367278.586745,1273.442304,1268.13696,0.0,1273.442304,42536.599552
367382.250817,1273.442304,1268.13696,0.0,1273.442304,42536.177664
367482.947478,1273.442304,1268.13696,0.0,1273.442304,42536.148992
367581.929382,1273.442304,1268.13696,0.0,1273.442304,42536.132608
367681.306003,1273.442304,1268.13696,0.0,1273.442304,42536.116224
367787.080486,1273.442304,1268.13696,0.0,1273.442304,42535.862272
367885.884254,1273.442304,1268.13696,0.0,1273.442304,42536.103936
367985.264313,1273.442304,1268.13696,0.0,1273.442304,42536.087552
368085.023221,1273.442304,1268.13696,0.0,1273.442304,42536.083456
368186.138073,1273.442304,1268.13696,0.0,1273.442304,42536.067072
368292.650849,1273.442304,1268.13696,0.0,1273.442304,42536.050688
368395.742595,1273.442304,1268.13696,0.0,1273.442304,42536.034304
368505.056555,1273.442304,1268.13696,0.0,1273.442304,42536.01792
368613.3472,1273.442304,1268.13696,0.0,1273.442304,42536.001536
368716.444286,1273.442304,1268.13696,0.0,1273.442304,42535.985152
368824.229642,1273.442304,1268.13696,0.0,1273.442304,42535.968768
368925.771339,1273.442304,1268.13696,0.0,1273.442304,42535.952384
369029.819029,1273.442304,1268.13696,0.0,1273.442304,42536.198144
369138.600947,1273.442304,1268.13696,0.0,1273.442304,42536.18176
369242.032088,1273.442304,1268.13696,0.0,1273.442304,42535.903232
369340.846753,1273.442304,1268.13696,0.0,1273.442304,42537.181184
369447.604179,1278.717952,1273.412608,0.0,1278.717952,42541.621248
369546.959758,1278.717952,1273.412608,0.0,1278.717952,42541.867008
369647.769243,1278.717952,1273.412608,0.0,1278.717952,42541.850624
369747.075515,1278.717952,1273.412608,0.0,1278.717952,42541.83424
369848.664639,1278.717952,1273.412608,0.0,1278.717952,42541.817856
369949.81653,1278.717952,1273.412608,0.0,1278.717952,42541.801472
